,Id,AcceptedAnswerId,Title
2189,55362722,55369657.0,Why the pytorch implementation is so inefficient?
2195,64277224,64313529.0,Segmentation Fault when exporting to onnx a quantized Pytorch model
2294,61117634,61118794.0,How to change the values of a 2d tensor in certain rows and columns
2383,64939460,64940289.0,How to use Pytorch to create a custom EfficientNet with the last layer written correctly
2442,61943896,61945903.0,Pad torch tensors of different sizes to be equal
2507,62076485,62076754.0,Setting numpy array to slice without any in-place operations
2541,66175881,66246737.0,How to save a Pytorch Model directly in s3 Bucket?
2572,56568667,56596071.0,why does linear regression converge slower if we use two layers of linear module?
2680,57518866,57519339.0,How to perform element-wise product in PyTorch?
2743,56601115,56893796.0,Partitioned matrix multiplication in tensorflow or pytorch
2760,65330884,65331075.0,Efficiently find the dot product of two lists of vectors stored as PyTorch tensors & preserve backprop
2787,62113137,62114509.0,How to efficiently find correspondences between two point sets without nested for loop in Pytorch?
2800,62115443,62229196.0,Memory Leak in loop pytorch
2880,62134394,62151449.0,Convert custom Convolution from PyTorch to Tensorflow (2.2.0)
2886,57998816,58004525.0,How to exponentially decay a value along an axis?
2890,65340780,65341510.0,Classes in Coco dataset
2936,58012586,58017357.0,How to add to pytorch tensor at indices?
2965,66716370,66717229.0,Batch size and Training time
2997,65571114,65572091.0,Add blocks of values to a tensor at specific locations in PyTorch
3008,62311058,62314924.0,Compute matrix multiplication only for given coordinates
3044,50605205,50606957.0,PyTorch equivalent of index_add_ that takes the maximum instead
3061,57631705,57843685.0,RuntimeError: one of the variables needed for gradient computation has been modified by an inplace operation
3126,50675219,50693609.0,"Google Colab: ""Unable to connect to the runtime"" after uploading Pytorch model from local"
3141,65590589,65590810.0,"Pytorch, how to extend a tensor"
3154,54042307,54042719.0,A vector and matrix rows cosine similarity in pytorch
3228,64548199,64553169.0,Explain CUDA out of memory in Pytorch
3258,50773509,50773659.0,Understanding the Input Parameters in RNN
3322,55778000,55784290.0,PyTorch: apply mapping over singleton dimension of tensor
3440,54473620,54478251.0,About custom operations in Tensorflow and PyTorch
3614,66888836,66889448.0,New tensor based on old tensor and 2d indices
3930,65808295,65809729.0,How to use k channels in CNN for k FC Layers
3950,59705922,59707577.0,Pytorch AttributeError: module 'torch' has no attribute 'as_tensor'
4186,67896539,67898013.0,what if the size of training set is not the integer multiple of batch size
4392,60069977,60153566.0,Sharing GPU memory between process on a same GPU with Pytorch
4401,68167918,68168063.0,Complicated vector multiplication without iterating through the vector
4676,68337487,68338356.0,What is the correct way of encoding a large batch of documents with sentence transformers/pytorch?
4692,60142937,60481050.0,HuggingFace Transformers For Text Generation with CTRL with Google Colab's free GPU
4756,68380183,68382495.0,Does knowledge distillation have an ensemble effect?
4808,68403128,68616941.0,Getting nans for gradient
4824,60199088,60218672.0,Pytorch summary only works for one specific input size for U-Net
4894,68450847,68465076.0,How can I make torch tensor?
4897,68449560,68584445.0,Memory Efficient Nearest Neighbour Algorithm
5038,68510107,68510777.0,pytorch - reciprocal of torch.gather
5048,68532424,68613945.0,"Calculating gradients in Custom training loop, difference in performace TF vs Torch"
5049,68532510,68532619.0,Whats the purpose of torch.positive?
5075,68543275,68546493.0,How to efficiently draw a plot of a torch.nn model?
5087,68537629,68539534.0,"pytorch modifying pretrained model, will the old weight get re-initialized?"
5277,68621175,68621610.0,Roll rows with variable step value on a 2D tensor
5604,68799075,68799280.0,Efficient pytorch broadcasting command not obtained
5665,68807958,68808027.0,PyTorch nn.CrossEntropyLoss IndexError: Target 2 is out of bounds
5708,68878403,68879448.0,Setting values of a tensor based on given indices of corresponding rows using pytorch
5781,68918962,68919603.0,HuggingFace-Transformers --- NER single sentence/sample prediction
5804,68928299,68928610.0,multiclass sequence classifiaction with fastai and huggingface
5916,60780181,60780342.0,Access the output of several layers of pretrained DistilBERT model
5945,52144507,52144679.0,How to transform a vector to a matrix with each line equal to the vector in pytorch?
5971,61326892,61339096.0,Gradient of the loss of DistilBERT for measuring token importance
6016,61663690,61685189.0,Vectorize index identification for faster GPU processing
6083,50164417,50170277.0,How does GPU utilization work in the context of neural network training?
6281,43962599,44130997.0,Accuracy score in pyTorch LSTM
6287,62931082,63502685.0,GPU memory leakage when creating objects from sentence-transformers
6318,61333684,61345223.0,softmax dims and variable volatile in PyTorch
6409,62506729,62545360.0,Unable to load quantized pytorch mobile model on android
6415,62359175,62361395.0,Pytorch says that CUDA is not available
6422,62588779,62588955.0,Pytorch differences between two tensors
6440,53576113,53593326.0,Most efficient way to use a large data set for PyTorch?
6441,62379332,62386497.0,Add values to a tensor element based on its position in pytorch
6442,53699675,53699736.0,How can I compute the tensor in Pytorch efficiently?
6450,54543595,54543996.0,How to Tensorize loss of multiple 3D Keypoints
6459,63951120,63952404.0,How to mutate weights of a NN in pytorch
6502,63393651,63394054.0,Any ideas on how to efficiently create this matrix/mask?
6508,63406415,63408235.0,"Given a set t of tuples containing elements from the set S, what is the most efficient way to build another set whose members are not contained in t?"
6514,63410108,63415103.0,How to right shift each row of a matrix?
6570,63749267,63749268.0,How to Efficiently Find the Indices of Max Values in a Multidimensional Array of Matrices using Pytorch and/or Numpy
6592,63776219,63785844.0,Compare the efficiency of the data loading methods in deep learning
6606,63735255,63735256.0,How do I compute bootstrapped cross entropy loss in PyTorch?
6617,54621447,54625586.0,Using a generator with pickled data in a Dataloader for PyTorch
6618,53615833,53617008.0,Copy GpuMat to CUDA Tensor
6708,62435022,62436033.0,"Where in the code of pytorch or huggingface/transformer label gets ""renamed"" into labels?"
6834,57147514,57149791.0,How to compute product between two sets of features in pytorch using a single loop?
6930,65987683,65991030.0,Modifying the Learning Rate in the middle of the Model Training in Deep Learning
6979,66006277,66007159.0,Get a 10x10 patch from a 100x100 pytorch tensor with torus style wrap around the boundries
7058,55819027,55823623.0,How to sum based off index vector
7180,66103930,66104353.0,Using Pytorch how to define a tensor with indices and corresponding values
7200,65277876,65278284.0,Efficient pytorch broadcasting not found
7248,49742625,49768707.0,How to form a sequence of consecutive numbers in Pytorch?
7265,49724954,49734613.0,How are PyTorch's tensors implemented?
7327,57104152,58382622.0,Pytorch equivalent of tf.map_fn with parallel_iterations?
7409,63822152,63824573.0,PyTorch RNN is more efficient with `batch_first=False`?
7607,64339360,64434106.0,"How can I make this PyTorch tensor (B, C, H, W) tiling & blending code simpler and more efficient?"
7619,61704401,61719936.0,Expected input batch_size (1) to match target batch_size (11)
7658,66022730,66383365.0,What do the charts in the System Panels signify in Wandb (PyTorch)
7660,66025825,66040889.0,print the value of variables after each line of code
7663,55567838,55569085.0,how to avoid split and sum of pieces in pytorch or numpy
7700,55907234,55915950.0,Pytorch LSTM grad only on last output
7746,65274969,65275059.0,torch.unique does not work for float tensors
7756,65449180,65450914.0,How to handle this case in pytorch?
7912,65690160,65693036.0,How can I make this PyTorch heatmap function faster and more efficient?
8133,63089129,63092781.0,Question on restoring training after loading model
8162,63192550,63844877.0,Memory leak issue using PyTorch IterableDataset with zarr
8184,54389944,54391019.0,Why does gpytorch seem to be less accurate than scikit-learn?
8190,61806293,61807374.0,"Deep Learning NLP: ""Efficient"" BERT-like Implementations?"
8214,53114882,53171862.0,Pytorch: Modifying VGG16 Architecture
8272,62002130,62015030.0,Do ReLU1 in PyTorch
8305,62185188,62186737.0,Recommended way to replace several values in a tensor at once?
8401,52922401,52925263.0,pytorch modify array with list of indices
8421,51545026,51547349.0,Implementing a custom dataset with PyTorch
8455,34750268,34762233.0,Extracting the top-k value-indices from a 1-D Tensor
8501,62072536,62072749.0,How to do language model training on BERT
8533,58481270,58639945.0,Sampling point pairs from a grid in Pytorch
8546,67009335,67009528.0,How to achieve removing/pruning the near-zero parameters in neural network?
8606,58530117,58530350.0,Deleting Rows in Torch Tensor
8616,67056438,67059366.0,Computing gradients only for the front-end network in Pytorch
8643,58541463,58541855.0,How do you efficiently sum the occurences of a value in one array at positions in another array
8734,58612113,64774080.0,how to get jacobian with pytorch for log probability of multivariate normal distribution
8820,67159259,67163569.0,RuntimeError: tensors must be 2-D
8879,55854761,55862192.0,Tensor reduction based off index vector
8881,67186064,67186221.0,How to efficiently repeat tensor element variable of time in pytorch?
8947,64475723,64521881.0,(Efficiently) expanding a feature mask tensor to match embedding dimensions
9005,61756071,61756514.0,problem on training(first epoch take a long time more than 4 hours )using colab and fastai
9050,54727465,54804188.0,My numpy and pytorch codes have totally different results
9071,56113646,56116091.0,KeyError: 'predictions' When use SimpleSeq2SeqPredictor to predict string
9123,56176439,56202929.0,"Pytorch argsort ordered, with duplicate elements in the tensor"
9267,65637015,65637688.0,Segmentation to one-hot encoding
9288,63871643,63877392.0,Runtimeerror: Cuda out of memory - problem in code or gpu?
9385,47267433,47272127.0,How to generate a new Tensor with different vectors in PyTorch?
9422,55584779,55588300.0,How do I update a tensor in Pytorch after indexing twice?
9477,55694676,55699417.0,How can I simplify a nested loop into torch tensor operations?
9478,62262473,62262696.0,Replacing nn.Upsample with alternative upsample operation
9590,53463156,53465190.0,Sparse tensors to decrease training time
9592,53471716,53534017.0,Index pytorch 4d tensor by values in 2d tensor
9631,54193209,54264365.0,Pytorch detach() function failed to be excuated on different GPU severs
9664,64444616,64444785.0,PyTorch: Perform add/sub/mul operations using 1-D tensor and multi-channel (3-D) image tensor
9695,58026949,58237693.0,Truncate SVD decomposition of Pytorch tensor without transfering to cpu
9711,66633213,66637146.0,Torch select index for mult dimensional vector
9718,66260676,66261845.0,Pytorch calculate hit ratio of predictions on batch level
9850,62350436,62351594.0,Scatter tensor in pytorch along the rows
9883,53212507,53215649.0,How to efficiently retrieve the indices of maximum values in a Torch tensor?
9910,66666246,66803317.0,"Why does Pytorch EmbeddingBag with mode ""max"" not accept `per_sample_weights`?"
9922,66675299,66688631.0,Pytorch -> [Onnx -> tensorflow] -> tflite generates lots of redundant conv2d operators
9964,56643503,56649983.0,Efficient metrics evaluation in PyTorch
9997,62480165,62533950.0,Pytorch for loop inefficience
10029,65373512,65373640.0,(Numpy or PyTorch) Sum array elements for given bins
10037,56652048,56677730.0,Most efficient way to prep data for pytorch lstm from pandas dataframe
10101,66707770,66708577.0,How to use fine-tuned BERT model for sentence encoding?
10172,58733721,63871539.0,Using the full PyTorch Transformer Module
10200,67243218,67244627.0,Accessing PyTorch modules - ResNet18
10203,58825226,58869630.0,Create all binary valued vectors of specific length
10290,58912268,59741019.0,Singularity-Container + Python + PyTorch: Why does 'import torch' work on Arch Linux host but fails on Centos 7 host?
10344,58950131,58953040.0,What is an efficient way to read and store input data from multiple files in python?
10480,59007045,59138275.0,Efficient way of selectively replacing vectors from a tensor in pytorch
10576,65516526,65519862.0,Can you use a different image size during transfer learning?
10602,65517572,65518872.0,Create a knn adjacent matrix in Pytorch
10661,63566232,63610104.0,RuntimeError: The size of tensor a (1024) must match the size of tensor b (512) at non-singleton dimension 3
10680,65729423,65731731.0,Python Error: the following arguments are required: experimentname
10681,63559139,63946469.0,Efficient way to compute Jacobian x Jacobian.T
10695,63576308,63593241.0,Speeding up the trainning - RNN with LSTM in PyTorch
10714,46704352,50496721.0,Porting PyTorch code from CPU to GPU
10715,49216615,51060365.0,Is there an efficient way to create a random bit mask in Pytorch?
10726,63588069,63616077.0,Feature extraction in loop seems to cause memory leak in pytorch
10746,54781966,54784387.0,Does pytorch do eager pruning of its computational graph?
10802,64015444,64015922.0,How to calculate the 3x3 covariance matrix for RGB values across an image dataset?
10837,55353187,55367289.0,How to make a dataset from video datasets(tensorflow first)
10865,53745454,53747467.0,Are there any computational efficiency differences between nn.functional() Vs nn.sequential() in PyTorch
10925,64407272,64408076.0,Space efficient way to store and read massive 3d dataset?
10991,63045229,67606464.0,How to avoid iterating over Dataloader while resuming training in Huggingface Trainer class?
11089,46774641,47174709.0,What does the parameter retain_graph mean in the Variable's backward() method?
11106,66374955,66375137.0,Computing Cosine Distance with Differently shaped tensors
11118,63662548,63665329.0,GCP AI Platform Notebook driver too old?
11156,63687033,63719946.0,How to prune a Detectron2 model?
11191,66399668,66399942.0,which object detection algorithms can extract the QR code from an image efficiently
11234,38543850,38676842.0,How to Display Custom Images in Tensorboard (e.g. Matplotlib Plots)?
11238,54964330,54964552.0,How to sort a dataset in pytorch
11263,66739326,66739479.0,How to concatenate tensor to another list of tensor in pytorch?
11313,66740533,66773967.0,"Running deep-daze on nvidia jetson - ""Could not find a version that satisfies the requirement torchvision>=0.8.2"""
11448,59080843,59089379.0,Faster method of computing confusion matrix?
11513,67326379,67326801.0,PyTorch LSTM for Daily Stock Return Prediction - Train loss is consistently lower than test loss
11577,59149785,59169528.0,Custom conv2d operation Pytorch
11649,59183865,59184109.0,"In Pytorch, what is the most efficient way to copy the learned params of a model as the initialization for a second model of the same architecture?"
11725,67389071,67389282.0,Attention weighted aggregation
11811,59265818,59282708.0,Memory leak in Pytorch: object detection
11842,65012728,65012862.0,Tensor power and multiplication in pytorch
11968,65107933,65108473.0,Pytorch model training CPU Memory leak issue
11992,67452064,67452307.0,"How can I more efficiently multiply every element in a batch of tensors with every other batch element, except for itself?"
12070,67472361,67561093.0,Using PyTorch's autograd efficiently with tensors by calculating the Jacobian
12089,65145069,65145765.0,Efficiently filling torch.Tensor at equal index positions
12116,67480507,67484253.0,TensorFlow equivalent of PyTorch's transforms.Normalize()
12165,67496315,67496867.0,How to efficiently multiply by torch tensor with repeated rows without storing all the rows in memory or iterating?
12204,67510845,67510925.0,"Given multiple prediction vectors, how to efficiently obtain the label with most votes (in numpy/pytorch)?"
12258,67507141,67508562.0,Pytorch batchwise matrix vector rowwise multiplication
12369,67554536,67557914.0,How to generate an attention mask after padding?
12438,48729473,48742794.0,Error when implementing RBF kernel bandwidth differentiation in Pytorch
12478,65396650,65464360.0,BERT DataLoader: Difference between shuffle=True vs Sampler?
12598,65410731,65410873.0,How to get the last index of model's prediction?
12832,66770797,66772436.0,"Rearrange torch 2D tensors (""Tiles"") to be in a particular order"
12872,66847769,66851357.0,How to quickly generate a random permutation moving each element with a distance less than K?
12979,57833071,57833770.0,"Pytorch: choosing columns from a 3d tensor, according to indices tensor"
13202,58235790,61009557.0,How do I effectively parallelize AlphaZero on the GPU?
13232,66818548,66819579.0,"Trouble implementing ""concurrent"" softmax function from paper (PyTorch)"
13238,58251453,58251737.0,Efficiency of .to(device) in pytorch
13249,66821436,66822211.0,Pytorch gather question (3D Computer Vision)
13431,59888482,59888727.0,element wise multiplication of 2D tensors as layer of neural network in pytorch
13531,68047331,68047527.0,How to add the last classification layer in EfficieNet pre-trained model in Pytorch?
13543,59941776,59944927.0,Why does the parameters saved in the checkpoint are different from the ones in the fused model?
13659,68113075,68513871.0,Problem with batch_encode_plus method of tokenizer
13699,60028614,60042671.0,Best way to vectorize generating a batch of randomly rotated matrices in Numpy/PyTorch?
13705,60032668,60033817.0,How can I efficiently modify/make pairwise distance matrix?
64,27047857,27107458.0,Theano gradient of sparse matrix multiplication
259,44014466,44101292.0,Theano switch row-wise efficiently
267,41208590,41209456.0,How to use integer values of a matrix as index for another matrix using numpy or Theano?
281,36204404,36204685.0,How to calculate factorial in Theano
311,36734151,36739771.0,numpy n-dimensional smart indexing over large tensors - memory efficiency
442,33592778,33593166.0,Lasagne dropoutlayer does not utilize GPU efficiently
580,27413989,27516347.0,Passing a symbolic theano.tensor into a compiled theano.function
597,40973742,41002631.0,How to update a value of a shared variable in Theano efficiently?
685,41583628,41586573.0,efficient kernel implementation in theano
686,41592849,41895436.0,Convert numpy array into theano tensor variable
692,40345148,40371787.0,Symbolic matrix power series in Theano
733,40642735,40644545.0,User-defined joint prior distribution in Pymc3 & Theano exception
836,33743944,33749749.0,Pre-training ANN with RBM in pylearn2
859,33747526,33751773.0,How can I make power operation on tensor list
870,33699798,33706480.0,Can Theano use the GPU on a Linux installed with Wubi?
906,34023805,34032627.0,theano (python): elementwise gradient
908,34048833,34250856.0,Drawing samples from multinomial using Theano
915,34079625,34083807.0,theano-scan: how outputs_info with placeholder feed as input
961,33248959,33255235.0,Efficient way of loading minibatches < gpu memory
980,33947726,33971421.0,Indexing tensor with index matrix in theano?
998,51330265,51372326.0,Metropolis-specific TypeError: The broadcastable pattern of the input is incorrect for this op
1176,28716618,28752057.0,Theano: Reconstructing convolutions with stride (subsampling) in an autoencoder
1187,36498416,36502534.0,How to multiply Tensors in Theano
1293,22591812,22787775.0,Parallelize iterative calculation using Theano
1355,24263390,24268694.0,From list of indices to one-hot matrix
1477,41416152,41456654.0,TypeError when accessing RNN results
1502,32794636,32794839.0,theano - how to efficiently replicate and add tensors?
1506,32867030,32867775.0,1-of-k (one-hot) encoding in Theano
1512,32799733,32805437.0,Clip parts of a tensor
1531,32859643,32862567.0,Scanning without sequences in theano? (emulating range())
1541,32989064,35720432.0,Theano max_pool_3d
1612,44459038,44548412.0,Weighted matrix given weight-vector with scan (theano)
1638,38134951,38167755.0,Theano for GPU without use of CUDA or using a CUDA workaround
1639,31733166,31747183.0,Overlapping iteration over theano tensor
1756,29255940,29256541.0,Updating a variable that has been casted with theano.tensor.cast()
1828,34898247,35017314.0,Theano - Keras - No Module named `pool`
1957,30197510,30222321.0,Theano: how to efficiently undo/reverse max-pooling
2007,45548522,45556822.0,Error in Theano with tensor.zeros() and tensor.shape() as arg
2283,34239134,34249948.0,"I want to map a function to each element of a vector in Theano, can I do it without using scan?"
2361,34395942,34414172.0,Elementwise updates of shared matrix in Theano
2376,34425161,34485198.0,How efficient/intelligent is Theano in computing gradients?
169,62721878,62722681.0,keras how to feed an input variable with the output of my model
351,62869217,63256834.0,make input features map from expansion tensor in keras
354,45744470,45747551.0,"Many to one LSTM, multiclass classification"
452,63069702,63072705.0,Repeat keras LSTM output of all hidden states
490,54366935,54368176.0,Make a deep copy of a keras model in python
511,63178757,63478517.0,"""Processus stopped ""during prediction after model with vgg model computed"
954,52594650,52599385.0,Generating Sequence/Batches with specific lengths for RNN for grouped data
1033,44395913,44443397.0,Keras neural network model accuracy is always zero
1231,53235029,53238098.0,Issue of batch sizes when using custom loss functions in Keras
1420,43818584,43821374.0,Custom loss function in Keras
1471,61181237,61420665.0,Tensorflow: FailedPreconditionError: Error while reading resource variable from Container: localhost. When running sess.run() on custom loss function
1570,44236449,44249590.0,How is the categorical_crossentropy implemented in keras?
1675,52848427,52849183.0,Merge multiple CNNs
1774,61914637,61914820.0,Get the output of a specific layer as the result on test data in place of last layer (auto-encoder latent features) in keras
2117,43775217,43776079.0,Hyper parameter optimization for network with multiple inputs?
2125,60942191,61018315.0,TensorFlow 2-tf.keras: How to train a tf.keras multi-task network like MTCNN using tf.data API & TFRecords
2166,62490121,62495743.0,how to convert Lenet model h5 to .tflite
2319,64037396,64037615.0,Taking an Arbitrary Power for a Keras Loss Function
2352,64155286,64271828.0,Multioutput-Multiclass Classification in Custom Scratch Training in TF.Keras
2670,62893853,62896189.0,Applying steps to validation data as well or only to training data?
2699,62894391,62894552.0,Getting an error when trying to return the values of multiple metrics from mode.evaluate of Keras neural Network
2984,63201036,63692060.0,Add additional layers to the Huggingface transformers
3175,55598702,55598802.0,How to apply a single fully connected layer to each point in an image
3468,61056781,61461496.0,"TypeError: Tensor is unhashable. Instead, use tensor.ref() as the key. in Keras Surgeon"
3477,43899248,43901019.0,Keras model ValueError: Error when checking model target:
3495,61083603,61087784.0,How to make sure that TFLite Interpreter is only using int8 operations?
3626,52469866,55856716.0,Displaying images on Tensorboard (through Keras)
3978,62402825,62417517.0,"How do I read data from large .h5 dataset in batches, preprocess with ImageDataGenerator & model.fit, all without running out of memory?"
4004,65477554,65487100.0,How to place custom layer inside a in-built pre trained model?
4051,65486078,65486141.0,How to find the len() of a tf.Dataset
4119,65495027,66985063.0,Deploying Machine Learning Models Flask and REST API
4127,56779949,56841250.0,Unable to go from tf.keras model -> quantized frozen graph -> .tflite with TOCO
4434,62535782,62536707.0,"TensorFlow inference from a SavedModel: Expecting int64_t value for attr strides, got numpy.int32"
4511,53873020,53873200.0,Many-to-many lstm model on varying samples
4678,63117269,63129249.0,AttributeError: 'Tensor' object has no attribute 'lower' when applying Global MaxPooling instead of GlobalAveragePooling
4757,63235060,63237259.0,import efficientnet.keras as efn - AttributeError: module 'keras.utils' has no attribute 'generic_utils'
4776,54536419,54540453.0,Bleu Score in Model Evaluation Metric
4815,60611661,60612856.0,How to improve simple univariant time series forecasting?
4831,51847306,51856855.0,LSTM many-to-many training in batches of independent examples
4876,51966486,52280550.0,Different predictions when running Keras model in TensorFlow Lite
5021,42032250,42032773.0,"Keras 3D Convolution: Error when checking model input: expected covolution3d_input_1 to have 5 dimensions, but got array shape (1, 90, 100, 100)"
5103,57228000,57228843.0,Is there a way to update the weights of a layer/variable directly after a training step?
5167,50385447,50387583.0,how to deal with keras: erro:slice index 0 of dimension 0 out of bounds
5170,65902185,65927593.0,TFLiteConverter representative_dataset from keras.preprocessing.image_dataset_from_directory dataset
5266,57395645,57395958.0,How do I prune over the highest weights in tensorflow layer? tfmot.sparsity.keras.prune_low_magnitude
5487,51509353,51509412.0,What are the arguments in function fit of keras?
5577,44835223,44866115.0,Adding a preprocessing layer to keras model and setting tensor values
5592,55468817,55473586.0,"When I feed an image to my trained model, it gives 80%+ accuracy to objects that are not trained in the model"
5626,55471293,55471976.0,Iterate over tensor in a custom loss function
5681,53500185,53542804.0,Convert Keras MobileNet model to TFLite with 8-bit quantization
5897,55931671,55932064.0,Text sequence to integer with many integer classes in Keras
5935,64805649,65185407.0,issue while using segmentation-models library
5937,54888906,54906069.0,scalar custom loss function in keras for end-to-end time series prediction resulting in NaN loss and predictions
6179,64882214,64896783.0,RuntimeError when calling `allocate_tensors()` on converted tflite model
6281,56477999,56653208.0,The activation in my CNN does not look correct - or is the heatmap the problem?
6301,65292999,65293208.0,Why shuffling the data like this leads to a poor accuracy
6501,60574843,60575553.0,Machine Learning Model overfitting
6557,60599602,60642129.0,Neural Network Results always the same
6670,56846196,56846887.0,How to access and update weight of each layer using fit_generator in Keras?
6720,60782817,60808148.0,Counting with Keras
6734,35228095,35256423.0,Python/Keras/Neural Networks - Basics to make it run
6802,55362722,55369657.0,Why the pytorch implementation is so inefficient?
6824,48934338,48947516.0,Non linear Regression: Why isn't the model learning?
6998,60975829,60987753.0,Issue when preprocessing text with Ktrain and DistilBERT
7066,52259343,57785739.0,Quantize a Keras neural network model
7146,61146015,61150197.0,Does flow_from_directory method in Keras resize the images even if they already match the desired size?
7205,47569792,47573259.0,How do I train model using optimised weights?
7289,52551296,52584872.0,Keras BatchNormalization layer : InternalError: cuDNN launch failure
7306,52586526,52596030.0,Caffe model fails to learn
7311,47735205,47738941.0,Keras - Autoencoder for Text Analysis
7575,61725611,61728596.0,'NoneType' object has no attribute '_inbound_nodes' error
7793,49360512,49360727.0,YOLO model: passing m exemples to the model?Tensorflow issue with placeholders
7907,49879750,49893511.0,Using keras.utils.Sequence multiprocessing and data base - when to connect?
7946,49901661,49977878.0,Tensorflow C++ inference result is slightly different from Keras inference
8184,66180960,66188321.0,Running Keras h5 model
8226,57483565,57486429.0,Regression with convnet on image using keras - accuracy can't increase more than 40%
8399,56585023,56585430.0,ValueError in the first epoch ending of tensorflow training
8453,57503473,57539079.0,ModuleNotFoundError: no module named efficientnet.tfkeras
8646,62092147,62202181.0,How to efficiently assign to a slice of a tensor in TensorFlow
8818,49995643,49995980.0,Input Layer in keras model class gives type-error with numpy array or tensors as input. What is the correct type then?
9119,57115833,57116525.0,Why tensorflow is slower with GPU instead of CPU?
9201,50559586,50570204.0,Deep Learning YOLO Object Detection: How to iterate over cells in a grid defined over the image
9225,62650096,62650295.0,How to initialize a Conv2D layer with predetermined list of kernels in tensorflow/keras?
9289,50583584,50585716.0,Predicting document class for a single document in keras
9374,57631313,57725850.0,I use TFLiteConvert post_training_quantize=True but my model is still too big for being hosted in Firebase ML Kit's Custom servers
9403,45563438,45609173.0,hybrid of max pooling and average pooling
9466,48955104,49000647.0,Keras - visualize classes on a CNN network
9527,50645013,50645979.0,Incompatible shapes of 1 using auto encoder
9922,50746839,50746997.0,How can I implement this locally-connected architecture in Keras?
10186,55770578,55770971.0,"Understanding epoch, batch size, accuracy and performance gain in lstm forecasting model"
10336,63059826,63059940.0,model.trainable = False - weights frozen and untrainable?
10348,63060083,64853996.0,Create an LSTM layer with Attention in Keras for multi-label text classification neural network
10417,63063260,63065080.0,Extracting features from EfficientNet Tensorflow
10466,59045283,62511934.0,Dynamic Unrolling of Simple Neural Nets using Keras
10602,63271841,63354169.0,"Deep Learning with Python code no longer working. ""TypeError: An op outside of the function building code is being passed a ""Graph"" tensor."""
10751,54477157,54493458.0,Usage of k.clear_session() and tf.reset_default_graph() to clear graph between subsequent models
10800,57131740,57131835.0,How to handle efficiently Repeated Shared Layers in Keras
10981,51633796,51634017.0,Implementing custom layer in Keras (RStudio Interface)
10998,43137828,43138053.0,Keras using GPU vs CPU
11084,51677631,51678174.0,Keras/Tensorflow: Get predictions or output of all layers efficiently
11174,58311972,58318144.0,Keras ValueError: Error when checking model target (CNN)
11241,51749207,51749259.0,CNN not efficient on my dataset in Keras
11262,51754166,51754422.0,"On training LSTMs efficiently but well, parallelism vs training regime"
11397,66879986,66881336.0,TensorFlow 2 Quantization Aware Training (QAT) with tf.GradientTape
11533,46725323,46757715.0,Keras Tensorflow - Exception while predicting from multiple threads
11540,63613281,63616456.0,Write an own layer with trainable parameters in Tensorflow
11690,65626935,65944107.0,Tensorflow Quantization Aware Training
11761,56939076,56939920.0,convert_to_generator_like num_samples Attribute Error: 'int' object has no attribute 'shape'
11846,59653108,59683042.0,Neural network filtering out everything else than cats/dogs
12313,59744488,59833656.0,How to make sure that Keras model weights are initialised randomly every-time the model is fit
12618,66742480,66743926.0,A `Concatenate` layer should be called on a list of at least 2 inputs`
12763,42621864,42622446.0,Difference between Keras model.save() and model.save_weights()?
12862,66748911,66749163.0,Wrapper layer to change kernel weights
12882,66749111,66759159.0,Tensorflow 2.4.0: How do I access a layer attribute from another layer?
13019,51248813,51270565.0,Any ideas on what might be causing this TensorFlow error? (Object was never used)
13131,51298426,51300883.0,Invalid Argument Error Keras
13235,66769854,66773875.0,"Keras ValueError: Shapes (None, 365) and (None, 1) are incompatible, Image Dataset from Directory"
13250,51342528,51343505.0,Hyperas: 'List' object has no attribute 'shape'
13301,60056812,60072426.0,Change custom loss parameter and NN parameter with respect to epoch
13302,68146147,68151690.0,How to add an auxiliary head to an intermediary layer of a pretrained keras model?
13327,60040736,60044355.0,"Apply a function to each element of a 3D, 2 channel Keras tensor"
13490,60102503,60299785.0,How to efficiently update a Keras variable slice?
13500,68209795,68220054.0,AttributeError: could not import keras and segmentation models
13544,68221932,68222697.0,How to train transfer-learning model on custom dataset? ValueError: Shape must be rank 4
13747,68309069,68311825.0,Can I train parts of a composite model without recompiling?
13748,68322542,68451347.0,Problem connecting transformer output to CNN input in Keras
14093,60215970,60223091.0,What's the cleanest and most efficient way to pass two stereo images to a loss function in Keras?
14193,68472859,68476811.0,How do I adjust contrast within TensorFlow layer?
14299,60291712,60293541.0,"pixel level multiclass segmentation, issues about training all zero pixel images"
14469,60340692,60341799.0,Does image classification transfer learning require negative examples?
14650,68618698,68620683.0,How to use Keras ImageDataGenerator while reading ground truth from CSV file
14816,60457040,60461904.0,get 'TypeError: Caught exception' for using 'accuracy' in Tensorflow Federated
15093,60533966,60534033.0,More Efficient Keras LSTM Input?
15258,68835630,68839872.0,TypeError when trying to apply custom loss in a multilabel classification problem
15628,52126539,52126699.0,Using pretrained gensim Word2vec embedding in keras
15870,52653497,52828599.0,Use tf.Keras with Tensorflow optimizer
16008,61715631,61719697.0,memory leak in keras while training a GAN
16032,61772307,61776323.0,TensorFlow: Efficiently read (and shuffle) samples from large files
16056,53075203,53078923.0,How to do standardization on time series data with Scikit-learn Standard Scaler?
16070,61886910,61888626.0,Manipulating data in keras custom loss function for CNN
